Id,Inverted_Name,Print_Name
mjk,Matukar,Matukar
mjl,Mandeali,Mandeali
mjm,Medebur,Medebur
mjn,Ma (Papua New Guinea),Ma (Papua New Guinea)
mjo,Malankuravan,Malankuravan
mjp,Malapandaram,Malapandaram
mjq,Malaryan,Malaryan
mjr,Malavedan,Malavedan
mjs,Miship,Miship
mjt,Sauria Paharia,Sauria Paharia
mju,Manna-Dora,Manna-Dora
mjv,Mannan,Mannan
mjw,Karbi,Karbi
mjx,Mahali,Mahali
mjy,Mahican,Mahican
mjz,Majhi,Majhi
mka,Mbre,Mbre
mkb,Mal Paharia,Mal Paharia
mkc,Siliput,Siliput
mkd,Macedonian,Macedonian
mke,Mawchi,Mawchi
mkf,Miya,Miya
mkg,Mak (China),Mak (China)
mki,Dhatki,Dhatki
mkj,Mokilese,Mokilese
mkk,Byep,Byep
mkl,Mokole,Mokole
mkm,Moklen,Moklen
mkn,"Malay, Kupang",Kupang Malay
mko,Mingang Doso,Mingang Doso
mkp,Moikodi,Moikodi
mkq,"Miwok, Bay",Bay Miwok
mkr,Malas,Malas
mks,"Mixtec, Silacayoapan",Silacayoapan Mixtec
mkt,Vamale,Vamale
mku,"Maninka, Konyanka",Konyanka Maninka
mkv,Mafea,Mafea
mkw,Kituba (Congo),Kituba (Congo)
mkx,"Manobo, Kinamiging",Kinamiging Manobo
mky,"Makian, East",East Makian
mkz,Makasae,Makasae
mla,Malo,Malo
mlb,Mbule,Mbule
mlc,Cao Lan,Cao Lan
mle,Manambu,Manambu
mlf,Mal,Mal
mlg,Malagasy,Malagasy
mlh,Mape,Mape
mli,Malimpung,Malimpung
mlj,Miltu,Miltu
mlk,Ilwana,Ilwana
mlk,Kiwilwana,Kiwilwana
mll,Malua Bay,Malua Bay
mlm,Mulam,Mulam
mln,Malango,Malango
mlo,Mlomp,Mlomp
mlp,Bargam,Bargam
mlq,"Maninkakan, Western",Western Maninkakan
mlr,Vame,Vame
mls,Masalit,Masalit
mlt,Maltese,Maltese
mlu,To'abaita,To'abaita
mlv,Motlav,Motlav
mlv,Mwotlap,Mwotlap
mlw,Moloko,Moloko
mlx,Malfaxal,Malfaxal
mlx,Naha'ai,Naha'ai
mlz,Malaynon,Malaynon
mma,Mama,Mama
mmb,Momina,Momina
mmc,"Mazahua, Michoacán",Michoacán Mazahua
mmd,Maonan,Maonan
mme,Mae,Mae
mmf,Mundat,Mundat
mmg,"Ambrym, North",North Ambrym
mmh,Mehináku,Mehináku
mmi,Amben,Amben
mmi,Hember Avu,Hember Avu
mmi,Musar,Musar
mmj,Majhwar,Majhwar
mmk,Mukha-Dora,Mukha-Dora
mml,Man Met,Man Met
mmm,Maii,Maii
mmn,Mamanwa,Mamanwa
mmo,"Buang, Mangga",Mangga Buang
mmp,Siawi,Siawi
mmq,Musak,Musak
mmr,"Miao, Western Xiangxi",Western Xiangxi Miao
mmt,Malalamai,Malalamai
mmu,Mmaala,Mmaala
mmv,Miriti,Miriti
mmw,Emae,Emae
mmx,Madak,Madak
mmy,Migaama,Migaama
mmz,Mabaale,Mabaale
mna,Mbula,Mbula
mnb,Muna,Muna
mnc,Manchu,Manchu
mnd,Mondé,Mondé
mne,Naba,Naba
mnf,Mundani,Mundani
mng,"Mnong, Eastern",Eastern Mnong
mnh,Mono (Democratic Republic of Congo),Mono (Democratic Republic of Congo)
mni,Manipuri,Manipuri
mnj,Munji,Munji
mnk,Mandinka,Mandinka
mnl,Tiale,Tiale
mnm,Mapena,Mapena
mnn,"Mnong, Southern",Southern Mnong
mnp,"Chinese, Min Bei",Min Bei Chinese
mnq,Minriq,Minriq
mnr,Mono (USA),Mono (USA)
mns,Mansi,Mansi
mnu,Mer,Mer
mnv,Rennell-Bellona,Rennell-Bellona
mnw,Mon,Mon
mnx,Manikion,Manikion
mny,Manyawa,Manyawa
mnz,Moni,Moni
moa,Mwan,Mwan
moc,Mocoví,Mocoví
mod,Mobilian,Mobilian
moe,Innu,Innu
moe,Montagnais,Montagnais
mog,Mongondow,Mongondow
moh,Mohawk,Mohawk
moi,Mboi,Mboi
moj,Monzombo,Monzombo
mok,Morori,Morori
mom,Mangue,Mangue
mon,Mongolian,Mongolian
moo,Monom,Monom
mop,Mopán Maya,Mopán Maya
moq,Mor (Bomberai Peninsula),Mor (Bomberai Peninsula)
mor,Moro,Moro
mos,Mossi,Mossi
mot,Barí,Barí
mou,Mogum,Mogum
mov,Mohave,Mohave
mow,Moi (Congo),Moi (Congo)
mox,Molima,Molima
moy,Shekkacho,Shekkacho
moz,Gergiko,Gergiko
moz,Mukulu,Mukulu
mpa,Mpoto,Mpoto
mpb,Malak Malak,Malak Malak
mpb,Mullukmulluk,Mullukmulluk
mpc,Mangarrayi,Mangarrayi
mpd,Machinere,Machinere
mpe,Majang,Majang
mpg,Marba,Marba
mph,Maung,Maung
mpi,Mpade,Mpade
mpj,Martu Wangka,Martu Wangka
mpj,Wangkajunga,Wangkajunga
mpk,Mbara (Chad),Mbara (Chad)
mpl,"Watut, Middle",Middle Watut
mpm,"Mixtec, Yosondúa",Yosondúa Mixtec
mpn,Mindiri,Mindiri
mpo,Miu,Miu
mpp,Migabac,Migabac
mpq,Matís,Matís
mpr,Vangunu,Vangunu
mps,Dadibi,Dadibi
mpt,Mian,Mian
mpu,Makuráp,Makuráp
mpv,Mungkip,Mungkip
mpw,Mapidian,Mapidian
mpx,Misima-Panaeati,Misima-Panaeati
mpy,Mapia,Mapia
mpz,Mpi,Mpi
mqa,Maba (Indonesia),Maba (Indonesia)
mqb,Mbuko,Mbuko
mqc,Mangole,Mangole
mqe,Matepi,Matepi
mqf,Momuna,Momuna
mqg,"Malay, Kota Bangun Kutai",Kota Bangun Kutai Malay
mqh,"Mixtec, Tlazoyaltepec",Tlazoyaltepec Mixtec
mqi,Mariri,Mariri
mqj,Mamasa,Mamasa
mqk,"Manobo, Rajah Kabunsuwan",Rajah Kabunsuwan Manobo
mql,Mbelime,Mbelime
mqm,"Marquesan, South",South Marquesan
mqn,Moronene,Moronene
mqo,Modole,Modole
mqp,Manipa,Manipa
mqq,Minokok,Minokok
mqr,Mander,Mander
mqs,"Makian, West",West Makian
mqt,Mok,Mok
mqu,Mandari,Mandari
mqv,Mosimo,Mosimo
mqw,Murupi,Murupi
mqx,Mamuju,Mamuju
mqy,Manggarai,Manggarai
mqz,Pano,Pano
mra,Mlabri,Mlabri
mrb,Marino,Marino
mrc,Maricopa,Maricopa
mrd,"Magar, Western",Western Magar
mre,Martha's Vineyard Sign Language,Martha's Vineyard Sign Language
mrf,Elseng,Elseng
mrg,Mising,Mising
mrh,"Chin, Mara",Mara Chin
mri,Maori,Maori
mrj,"Mari, Western",Western Mari
mrk,Hmwaveke,Hmwaveke
mrl,Mortlockese,Mortlockese
mrm,Merlav,Merlav
mrm,Mwerlap,Mwerlap
mrn,Cheke Holo,Cheke Holo
mro,Mru,Mru
mrp,Morouas,Morouas
mrq,"Marquesan, North",North Marquesan
mrr,Maria (India),Maria (India)
mrs,Maragus,Maragus
mrt,Marghi Central,Marghi Central
mru,Mono (Cameroon),Mono (Cameroon)
mrv,Mangareva,Mangareva
mrw,Maranao,Maranao
mrx,Dineor,Dineor
mrx,Maremgi,Maremgi
mry,Mandaya,Mandaya
mrz,Marind,Marind
msa,Malay (macrolanguage),Malay (macrolanguage)
msb,Masbatenyo,Masbatenyo
msc,"Maninka, Sankaran",Sankaran Maninka
msd,Yucatec Maya Sign Language,Yucatec Maya Sign Language
mse,Musey,Musey
msf,Mekwei,Mekwei
msg,Moraid,Moraid
msh,"Malagasy, Masikoro",Masikoro Malagasy
msi,"Malay, Sabah",Sabah Malay
msj,Ma (Democratic Republic of Congo),Ma (Democratic Republic of Congo)
msk,Mansaka,Mansaka
msl,Molof,Molof
msl,Poule,Poule
msm,"Manobo, Agusan",Agusan Manobo
msn,Vurës,Vurës
mso,Mombum,Mombum
msp,Maritsauá,Maritsauá
msq,Caac,Caac
msr,Mongolian Sign Language,Mongolian Sign Language
mss,"Masela, West",West Masela
msu,Musom,Musom
msv,Maslam,Maslam
msw,Mansoanka,Mansoanka
msx,Moresada,Moresada
msy,Aruamu,Aruamu
msz,Momare,Momare
mta,"Manobo, Cotabato",Cotabato Manobo
mtb,Anyin Morofo,Anyin Morofo
mtc,Munit,Munit
mtd,Mualang,Mualang
mte,Mono (Solomon Islands),Mono (Solomon Islands)
mtf,Murik (Papua New Guinea),Murik (Papua New Guinea)
mtg,Una,Una
mth,Munggui,Munggui
mti,Maiwa (Papua New Guinea),Maiwa (Papua New Guinea)
mtj,Moskona,Moskona
mtk,Mbe',Mbe'
mtl,Montol,Montol
mtm,Mator,Mator
mtn,Matagalpa,Matagalpa
mto,"Mixe, Totontepec",Totontepec Mixe
mtp,Wichí Lhamtés Nocten,Wichí Lhamtés Nocten
mtq,Muong,Muong
mtr,Mewari,Mewari
mts,Yora,Yora
mtt,Mota,Mota
mtu,"Mixtec, Tututepec",Tututepec Mixtec
mtv,Asaro'o,Asaro'o
mtw,"Binukidnon, Southern",Southern Binukidnon
mtx,"Mixtec, Tidaá",Tidaá Mixtec
mty,Nabi,Nabi
mua,Mundang,Mundang
mub,Mubi,Mubi
muc,Ajumbu,Ajumbu
mud,"Aleut, Mednyj",Mednyj Aleut
mue,Media Lengua,Media Lengua
mug,Musgu,Musgu
muh,Mündü,Mündü
mui,Musi,Musi
muj,Mabire,Mabire
muk,Mugom,Mugom
mul,Multiple languages,Multiple languages
mum,Maiwala,Maiwala
muo,Nyong,Nyong
mup,Malvi,Malvi
muq,"Miao, Eastern Xiangxi",Eastern Xiangxi Miao
mur,Murle,Murle
mus,Creek,Creek
mut,"Muria, Western",Western Muria
muu,Yaaku,Yaaku
muv,Muthuvan,Muthuvan
mux,Bo-Ung,Bo-Ung
muy,Muyang,Muyang
muz,Mursi,Mursi
mva,Manam,Manam
mvb,Mattole,Mattole
mvd,Mamboru,Mamboru
mve,Marwari (Pakistan),Marwari (Pakistan)
mvf,"Mongolian, Peripheral",Peripheral Mongolian
mvg,"Mixtec, Yucuañe",Yucuañe Mixtec
mvh,Mulgi,Mulgi
mvi,Miyako,Miyako
mvk,Mekmek,Mekmek
mvl,Mbara (Australia),Mbara (Australia)
mvn,Minaveha,Minaveha
mvo,Marovo,Marovo
mvp,Duri,Duri
mvq,Moere,Moere
mvr,Marau,Marau
mvs,Massep,Massep
mvt,Mpotovoro,Mpotovoro
mvu,Marfa,Marfa
mvv,"Murut, Tagal",Tagal Murut
mvw,Machinga,Machinga
mvx,Meoswar,Meoswar
mvy,"Kohistani, Indus",Indus Kohistani
mvz,Mesqan,Mesqan
mwa,Mwatebu,Mwatebu
mwb,Juwal,Juwal
mwc,Are,Are
mwe,Mwera (Chimwera),Mwera (Chimwera)
mwf,Murrinh-Patha,Murrinh-Patha
mwg,Aiklep,Aiklep
mwh,Mouk-Aria,Mouk-Aria
mwi,Labo,Labo
mwi,Ninde,Ninde
mwk,"Maninkakan, Kita",Kita Maninkakan
mwl,Mirandese,Mirandese
mwm,Sar,Sar
mwn,Nyamwanga,Nyamwanga
mwo,"Maewo, Central",Central Maewo
mwp,Kala Lagaw Ya,Kala Lagaw Ya
mwq,"Chin, Mün",Mün Chin
mwr,Marwari,Marwari
mws,Mwimbi-Muthambi,Mwimbi-Muthambi
mwt,Moken,Moken
mwu,Mittu,Mittu
mwv,Mentawai,Mentawai
mww,Hmong Daw,Hmong Daw
mwz,Moingi,Moingi
mxa,"Mixtec, Northwest Oaxaca",Northwest Oaxaca Mixtec
mxb,"Mixtec, Tezoatlán",Tezoatlán Mixtec
mxc,Manyika,Manyika
mxd,Modang,Modang
mxe,Mele-Fila,Mele-Fila
mxf,Malgbe,Malgbe
mxg,Mbangala,Mbangala
mxh,Mvuba,Mvuba
mxi,Mozarabic,Mozarabic
mxj,"Deng, Geman",Geman Deng
mxj,Miju-Mishmi,Miju-Mishmi
mxk,Monumbo,Monumbo
mxl,"Gbe, Maxi",Maxi Gbe
mxm,Meramera,Meramera
mxn,Moi (Indonesia),Moi (Indonesia)
mxo,Mbowe,Mbowe
mxp,"Mixe, Tlahuitoltepec",Tlahuitoltepec Mixe
mxq,"Mixe, Juquila",Juquila Mixe
mxr,Murik (Malaysia),Murik (Malaysia)
mxs,"Mixtec, Huitepec",Huitepec Mixtec
mxt,"Mixtec, Jamiltepec",Jamiltepec Mixtec
mxu,Mada (Cameroon),Mada (Cameroon)
mxv,"Mixtec, Metlatónoc",Metlatónoc Mixtec
mxw,Namo,Namo
mxx,Mahou,Mahou
mxx,Mawukakan,Mawukakan
mxy,"Mixtec, Southeastern Nochixtlán",Southeastern Nochixtlán Mixtec
mxz,"Masela, Central",Central Masela
mya,Burmese,Burmese
myb,Mbay,Mbay
myc,Mayeka,Mayeka
mye,Myene,Myene
myf,Bambassi,Bambassi
myg,Manta,Manta
myh,Makah,Makah
myj,Mangayat,Mangayat
myk,"Senoufo, Mamara",Mamara Senoufo
myl,Moma,Moma
mym,Me'en,Me'en
myo,Anfillo,Anfillo
myp,Pirahã,Pirahã
myr,Muniche,Muniche
mys,Mesmes,Mesmes
myu,Mundurukú,Mundurukú
myv,Erzya,Erzya
myw,Muyuw,Muyuw
myx,Masaaba,Masaaba
myy,Macuna,Macuna
myz,"Mandaic, Classical",Classical Mandaic
mza,"Mixtec, Santa María Zacatepec",Santa María Zacatepec Mixtec
mzb,Tumzabt,Tumzabt
mzc,Madagascar Sign Language,Madagascar Sign Language
mzd,Malimba,Malimba
mze,Morawa,Morawa
mzg,Monastic Sign Language,Monastic Sign Language
mzh,Wichí Lhamtés Güisnay,Wichí Lhamtés Güisnay
mzi,"Mazatec, Ixcatlán",Ixcatlán Mazatec
mzj,Manya,Manya
mzk,"Mambila, Nigeria",Nigeria Mambila
mzl,"Mixe, Mazatlán",Mazatlán Mixe
mzm,Mumuye,Mumuye
mzn,Mazanderani,Mazanderani
mzo,Matipuhy,Matipuhy
mzp,Movima,Movima
mzq,Mori Atas,Mori Atas
mzr,Marúbo,Marúbo
mzs,Macanese,Macanese
mzt,Mintil,Mintil
mzu,Inapang,Inapang
mzv,Manza,Manza
mzw,Deg,Deg
mzx,Mawayana,Mawayana
mzy,Mozambican Sign Language,Mozambican Sign Language
mzz,Maiadomu,Maiadomu
naa,Namla,Namla
nab,"Nambikuára, Southern",Southern Nambikuára
nac,Narak,Narak
nae,Naka'ela,Naka'ela
naf,Nabak,Nabak
nag,Naga Pidgin,Naga Pidgin
naj,Nalu,Nalu
nak,Nakanai,Nakanai
nal,Nalik,Nalik
nam,Ngan'gityemerri,Ngan'gityemerri
nan,"Chinese, Min Nan",Min Nan Chinese
nao,Naaba,Naaba
nap,Neapolitan,Neapolitan
naq,Khoekhoe,Khoekhoe
naq,Nama (Namibia),Nama (Namibia)
nar,Iguta,Iguta
nas,Naasioi,Naasioi
nat,Ca̱hungwa̱rya̱,Ca̱hungwa̱rya̱
nat,Hungworo,Hungworo
nau,Nauru,Nauru
nav,Navaho,Navaho
nav,Navajo,Navajo
naw,Nawuri,Nawuri
nax,Nakwi,Nakwi
nay,Ngarrindjeri,Ngarrindjeri
naz,"Nahuatl, Coatepec",Coatepec Nahuatl
nba,Nyemba,Nyemba
nbb,Ndoe,Ndoe
nbc,"Naga, Chang",Chang Naga
nbd,Ngbinda,Ngbinda
nbe,"Naga, Konyak",Konyak Naga
nbg,Nagarchal,Nagarchal
nbh,Ngamo,Ngamo
nbi,"Naga, Mao",Mao Naga
nbj,Ngarinyman,Ngarinyman
nbk,Nake,Nake
nbl,"Ndebele, South",South Ndebele
nbm,Ngbaka Ma'bo,Ngbaka Ma'bo
nbn,Kuri,Kuri
nbo,Nkukoli,Nkukoli
nbp,Nnam,Nnam
nbq,Nggem,Nggem
nbr,Numana,Numana
nbs,Namibian Sign Language,Namibian Sign Language
nbt,Na,Na
nbu,"Naga, Rongmei",Rongmei Naga
nbv,Ngamambo,Ngamambo
nbw,"Ngbandi, Southern",Southern Ngbandi
nby,Ningera,Ningera
nca,Iyo,Iyo
ncb,"Nicobarese, Central",Central Nicobarese
ncc,Ponam,Ponam
ncd,Nachering,Nachering
nce,Yale,Yale
ncf,Notsi,Notsi
ncg,Nisga'a,Nisga'a
nch,"Nahuatl, Central Huasteca",Central Huasteca Nahuatl
nci,"Nahuatl, Classical",Classical Nahuatl
ncj,"Nahuatl, Northern Puebla",Northern Puebla Nahuatl
nck,Na-kara,Na-kara
ncl,"Nahuatl, Michoacán",Michoacán Nahuatl
ncm,Nambo,Nambo
ncn,Nauna,Nauna
nco,Sibe,Sibe
ncq,"Katang, Northern",Northern Katang
ncr,Ncane,Ncane
ncs,Nicaraguan Sign Language,Nicaraguan Sign Language
nct,"Naga, Chothe",Chothe Naga
ncu,Chumburung,Chumburung
ncx,"Nahuatl, Central Puebla",Central Puebla Nahuatl
ncz,Natchez,Natchez
nda,Ndasa,Ndasa
ndb,Kenswei Nsei,Kenswei Nsei
ndc,Ndau,Ndau
ndd,Nde-Nsele-Nta,Nde-Nsele-Nta
nde,"Ndebele, North",North Ndebele
ndf,Nadruvian,Nadruvian
ndg,Ndengereko,Ndengereko
ndh,Ndali,Ndali
ndi,Samba Leko,Samba Leko
ndj,Ndamba,Ndamba
ndk,Ndaka,Ndaka
ndl,Ndolo,Ndolo
ndm,Ndam,Ndam
ndn,Ngundi,Ngundi
ndo,Ndonga,Ndonga
ndp,Ndo,Ndo
ndq,Ndombe,Ndombe
ndr,Ndoola,Ndoola
nds,"German, Low",Low German
nds,"Saxon, Low",Low Saxon
ndt,Ndunga,Ndunga
ndu,Dugun,Dugun
ndv,Ndut,Ndut
ndw,Ndobo,Ndobo
ndx,Nduga,Nduga
ndy,Lutos,Lutos
ndz,Ndogo,Ndogo
nea,"Ngad'a, Eastern",Eastern Ngad'a
neb,Toura (Côte d'Ivoire),Toura (Côte d'Ivoire)
nec,Nedebang,Nedebang
ned,Nde-Gbite,Nde-Gbite
nee,Nêlêmwa-Nixumwak,Nêlêmwa-Nixumwak
nef,Nefamese,Nefamese
neg,Negidal,Negidal
neh,Nyenkha,Nyenkha
nei,"Hittite, Neo-",Neo-Hittite
nej,Neko,Neko
nek,Neku,Neku
nem,Nemi,Nemi
nen,Nengone,Nengone
neo,Ná-Meo,Ná-Meo
nep,Nepali (macrolanguage),Nepali (macrolanguage)
neq,"Mixe, North Central",North Central Mixe
ner,Yahadian,Yahadian
nes,"Kinnauri, Bhoti",Bhoti Kinnauri
net,Nete,Nete
neu,Neo,Neo
nev,Nyaheun,Nyaheun
new,"Bhasa, Nepal",Nepal Bhasa
new,Newar,Newar
new,Newari,Newari
nex,Neme,Neme
ney,Neyo,Neyo
nez,Nez Perce,Nez Perce
nfa,Dhao,Dhao
nfd,Ahwai,Ahwai
nfl,Äiwoo,Äiwoo
nfl,Ayiwo,Ayiwo
nfr,Nafaanra,Nafaanra
nfu,Mfumte,Mfumte
nga,Ngbaka,Ngbaka
ngb,"Ngbandi, Northern",Northern Ngbandi
ngc,Ngombe (Democratic Republic of Congo),Ngombe (Democratic Republic of Congo)
ngd,Ngando (Central African Republic),Ngando (Central African Republic)
nge,Ngemba,Ngemba
ngg,Ngbaka Manza,Ngbaka Manza
ngh,Nǁng,Nǁng
ngi,Ngizim,Ngizim
ngj,Ngie,Ngie
ngk,Dalabon,Dalabon
ngl,Lomwe,Lomwe
ngm,Ngatik Men's Creole,Ngatik Men's Creole
ngn,Ngwo,Ngwo
ngp,Ngulu,Ngulu
ngq,Ngoreme,Ngoreme
ngq,Ngurimi,Ngurimi
ngr,Engdewu,Engdewu
ngs,Gvoko,Gvoko
ngt,Kriang,Kriang
ngt,Ngeq,Ngeq
ngu,"Nahuatl, Guerrero",Guerrero Nahuatl
ngv,Nagumi,Nagumi
ngw,Ngwaba,Ngwaba
ngx,Nggwahyi,Nggwahyi
ngy,Tibea,Tibea
ngz,Ngungwel,Ngungwel
nha,Nhanda,Nhanda
nhb,Beng,Beng
nhc,"Nahuatl, Tabasco",Tabasco Nahuatl
nhd,"Guaraní, Ava",Ava Guaraní
nhd,Chiripá,Chiripá
nhe,"Nahuatl, Eastern Huasteca",Eastern Huasteca Nahuatl
nhf,Nhuwala,Nhuwala
nhg,"Nahuatl, Tetelcingo",Tetelcingo Nahuatl
nhh,Nahari,Nahari
nhi,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
nhk,"Nahuatl, Isthmus-Cosoleacaque",Isthmus-Cosoleacaque Nahuatl
nhm,"Nahuatl, Morelos",Morelos Nahuatl
nhn,"Nahuatl, Central",Central Nahuatl
nho,Takuu,Takuu
nhp,"Nahuatl, Isthmus-Pajapan",Isthmus-Pajapan Nahuatl
nhq,"Nahuatl, Huaxcaleca",Huaxcaleca Nahuatl
nhr,Naro,Naro
nht,"Nahuatl, Ometepec",Ometepec Nahuatl
nhu,Noone,Noone
nhv,"Nahuatl, Temascaltepec",Temascaltepec Nahuatl
nhw,"Nahuatl, Western Huasteca",Western Huasteca Nahuatl
nhx,"Nahuatl, Isthmus-Mecayapan",Isthmus-Mecayapan Nahuatl
nhy,"Nahuatl, Northern Oaxaca",Northern Oaxaca Nahuatl
nhz,"Nahuatl, Santa María La Alta",Santa María La Alta Nahuatl
nia,Nias,Nias
nib,Nakame,Nakame
nid,Ngandi,Ngandi
nie,Niellim,Niellim
nif,Nek,Nek
nig,Ngalakgan,Ngalakgan
nih,Nyiha (Tanzania),Nyiha (Tanzania)
nii,Nii,Nii
nij,Ngaju,Ngaju
nik,"Nicobarese, Southern",Southern Nicobarese
nil,Nila,Nila
nim,Nilamba,Nilamba
nin,Ninzo,Ninzo
nio,Nganasan,Nganasan
niq,Nandi,Nandi
nir,Nimboran,Nimboran
nis,Nimi,Nimi
nit,"Kolami, Southeastern",Southeastern Kolami
niu,Niuean,Niuean
niv,Gilyak,Gilyak
niw,Nimo,Nimo
nix,Hema,Hema
niy,Ngiti,Ngiti
niz,Ningil,Ningil
nja,Nzanyi,Nzanyi
njb,"Naga, Nocte",Nocte Naga
njd,Ndonde Hamba,Ndonde Hamba
njh,"Naga, Lotha",Lotha Naga
nji,Gudanji,Gudanji
njj,Njen,Njen
njl,Njalgulgule,Njalgulgule
njm,"Naga, Angami",Angami Naga
njn,"Naga, Liangmai",Liangmai Naga
njo,"Naga, Ao",Ao Naga
njr,Njerep,Njerep
njs,Nisa,Nisa
njt,Ndyuka-Trio Pidgin,Ndyuka-Trio Pidgin
nju,Ngadjunmaya,Ngadjunmaya
njx,Kunyi,Kunyi
njy,Njyem,Njyem
njz,Nyishi,Nyishi
nka,Nkoya,Nkoya
nkb,"Naga, Khoibu",Khoibu Naga
nkc,Nkongho,Nkongho
nkd,Koireng,Koireng
nke,Duke,Duke
nkf,"Naga, Inpui",Inpui Naga
nkg,Nekgini,Nekgini
nkh,"Naga, Khezha",Khezha Naga
nki,"Naga, Thangal",Thangal Naga
nkj,Nakai,Nakai
nkk,Nokuku,Nokuku
nkm,Namat,Namat
nkn,Nkangala,Nkangala
nko,Nkonya,Nkonya
nkp,Niuatoputapu,Niuatoputapu
nkq,Nkami,Nkami
nkr,Nukuoro,Nukuoro
nks,"Asmat, North",North Asmat
nkt,Nyika (Tanzania),Nyika (Tanzania)
nku,"Kulango, Bouna",Bouna Kulango
nkv,Nyika (Malawi and Zambia),Nyika (Malawi and Zambia)
nkw,Nkutu,Nkutu
nkx,Nkoroo,Nkoroo
nkz,Nkari,Nkari
nla,Ngombale,Ngombale
nlc,Nalca,Nalca
nld,Dutch,Dutch
nld,Flemish,Flemish
nle,"Nyala, East",East Nyala
nlg,Gela,Gela
nli,Grangali,Grangali
nlj,Nyali,Nyali
nlk,"Yali, Ninia",Ninia Yali
nll,Nihali,Nihali
nlm,Mankiyali,Mankiyali
nlo,Ngul,Ngul
nlq,"Naga, Lao",Lao Naga
nlu,Nchumbulu,Nchumbulu
nlv,"Nahuatl, Orizaba",Orizaba Nahuatl
nlw,Walangama,Walangama
nlx,Nahali,Nahali
nly,Nyamal,Nyamal
nlz,Nalögo,Nalögo
nma,"Naga, Maram",Maram Naga
nmb,"Nambas, Big",Big Nambas
nmb,V'ënen Taut,V'ënen Taut
nmc,Ngam,Ngam
nmd,Ndumu,Ndumu
nme,"Naga, Mzieme",Mzieme Naga
nmf,"Naga, Tangkhul (India)",Tangkhul Naga (India)
nmg,Kwasio,Kwasio
nmh,"Naga, Monsang",Monsang Naga
nmi,Nyam,Nyam
nmj,Ngombe (Central African Republic),Ngombe (Central African Republic)
nmk,Namakura,Namakura
nml,Ndemli,Ndemli
nmm,Manangba,Manangba
nmn,ǃXóõ,ǃXóõ
nmo,"Naga, Moyon",Moyon Naga
nmp,Nimanbur,Nimanbur
nmq,Nambya,Nambya
nmr,Nimbari,Nimbari
nms,Letemboi,Letemboi
nmt,Namonuito,Namonuito
nmu,"Maidu, Northeast",Northeast Maidu
nmv,Ngamini,Ngamini
nmw,Nimoa,Nimoa
nmw,Rifao,Rifao
nmx,Nama (Papua New Guinea),Nama (Papua New Guinea)
nmy,Namuyi,Namuyi
nmz,Nawdm,Nawdm
nna,Nyangumarta,Nyangumarta
nnb,Nande,Nande
nnc,Nancere,Nancere
nnd,"Ambae, West",West Ambae
nne,Ngandyera,Ngandyera
nnf,Ngaing,Ngaing
nng,"Naga, Maring",Maring Naga
nnh,Ngiemboon,Ngiemboon
nni,"Nuaulu, North",North Nuaulu
nnj,Nyangatom,Nyangatom
nnk,Nankina,Nankina
nnl,"Naga, Northern Rengma",Northern Rengma Naga
nnm,Namia,Namia
nnn,Ngete,Ngete
nno,Norwegian Nynorsk,Norwegian Nynorsk
nnp,"Naga, Wancho",Wancho Naga
nnq,Ngindo,Ngindo
nnr,Narungga,Narungga
nnt,Nanticoke,Nanticoke
nnu,Dwang,Dwang
nnv,Nugunu (Australia),Nugunu (Australia)
nnw,"Nuni, Southern",Southern Nuni
nny,Nyangga,Nyangga
nnz,Nda'nda',Nda'nda'
noa,Woun Meu,Woun Meu
nob,Norwegian Bokmål,Norwegian Bokmål
noc,Nuk,Nuk
nod,"Thai, Northern",Northern Thai
noe,Nimadi,Nimadi
nof,Nomane,Nomane
nog,Nogai,Nogai
noh,Nomu,Nomu
noi,Noiri,Noiri
noj,Nonuya,Nonuya
nok,Nooksack,Nooksack
nol,Nomlaki,Nomlaki
non,"Norse, Old",Old Norse
nop,Numanggang,Numanggang
noq,Ngongo,Ngongo
nor,Norwegian,Norwegian
nos,"Nisu, Eastern",Eastern Nisu
not,Nomatsiguenga,Nomatsiguenga
nou,Ewage-Notu,Ewage-Notu
nov,Novial,Novial
now,Nyambo,Nyambo
noy,Noy,Noy
noz,Nayi,Nayi
npa,Nar Phu,Nar Phu
npb,Nupbikha,Nupbikha
npg,"Naga, Ponyo-Gongwang",Ponyo-Gongwang Naga
nph,"Naga, Phom",Phom Naga
npi,Nepali (individual language),Nepali (individual language)
npl,"Nahuatl, Southeastern Puebla",Southeastern Puebla Nahuatl
npn,Mondropolon,Mondropolon
npo,"Naga, Pochuri",Pochuri Naga
nps,Nipsan,Nipsan
npu,"Naga, Puimei",Puimei Naga
npx,Noipx,Noipx
npy,Napu,Napu
nqg,"Nago, Southern",Southern Nago
nqk,"Ede Nago, Kura",Kura Ede Nago
nql,Ngendelengo,Ngendelengo
nqm,Ndom,Ndom
nqn,Nen,Nen
nqo,N'Ko,N'Ko
nqq,"Naga, Kyan-Karyaw",Kyan-Karyaw Naga
nqt,Nteng,Nteng
nqy,"Naga, Akyaung Ari",Akyaung Ari Naga
nra,Ngom,Ngom
nrb,Nara,Nara
nrc,Noric,Noric
nre,"Naga, Southern Rengma",Southern Rengma Naga
